Season,Team,WinLossPct,AvgPts,PtDiff,AvgRebounds,AvgAssists,AvgTurnovers,AvgFouls,FGPct,FTPct,ThPct,AvgStealsPlusBlocks,AvgPtsAgainst,OppFGPct,OppThPct
2008,1220,.40,66,-88,38,10,16,19,.44,.67,.33,11,69,.41,.33
2009,1284,.26,62,-263,35,14,15,18,.41,.70,.34,8,70,.45,.36
2014,1130,.23,68,-174,31,12,11,19,.44,.74,.35,7,74,.47,.38
2015,1194,.26,62,-155,34,10,12,18,.42,.68,.35,7,68,.47,.30
2017,1251,.55,65,16,30,12,10,19,.43,.74,.36,7,64,.45,.35
2010,1254,.45,69,-63,40,10,14,17,.40,.69,.35,9,71,.43,.35
2011,1318,.35,66,-119,31,13,12,19,.45,.75,.38,9,70,.47,.39
2015,1217,.74,63,134,35,12,11,15,.43,.71,.34,11,58,.41,.33
2016,1281,.32,68,-136,38,11,12,20,.42,.71,.31,8,72,.42,.34
2017,1228,.55,70,14,36,12,12,18,.44,.69,.36,7,70,.44,.35
2010,1231,.32,66,-162,37,12,15,20,.42,.69,.34,10,71,.44,.33
2011,1295,.44,73,53,36,13,13,19,.46,.69,.37,8,72,.45,.34
2013,1352,.70,71,187,34,14,12,19,.43,.74,.38,11,65,.45,.34
2014,1416,.38,71,-81,39,12,13,18,.43,.61,.33,11,74,.47,.36
2015,1406,.35,62,-100,37,8,13,21,.41,.66,.30,7,65,.42,.34
2003,1277,.61,67,194,34,13,14,20,.45,.73,.37,10,60,.40,.34
2004,1341,.26,61,-297,39,9,16,20,.39,.63,.30,7,72,.46,.39
2005,1122,.41,65,-57,34,12,14,19,.43,.68,.35,9,67,.45,.36
2006,1186,.48,73,-24,34,15,15,19,.48,.68,.36,10,74,.48,.36
2004,1364,.56,65,82,35,13,14,19,.45,.67,.39,8,62,.43,.34
2005,1428,.83,67,313,34,14,14,14,.51,.73,.37,8,56,.43,.35
2009,1453,.71,73,224,33,14,12,19,.45,.79,.42,9,65,.42,.33
2010,1274,.59,71,204,36,13,14,17,.46,.67,.36,11,64,.41,.33
2011,1338,.84,74,419,40,17,11,18,.47,.67,.39,8,60,.40,.33
2013,1395,.32,54,-269,35,9,13,16,.40,.60,.31,7,63,.45,.34
2014,1459,.59,65,66,35,12,10,17,.44,.66,.36,7,63,.45,.33
2011,1361,.94,71,388,37,13,11,15,.46,.70,.34,10,58,.39,.30
2012,1425,.19,52,-227,33,9,10,14,.39,.61,.27,7,59,.43,.34
2013,1372,.85,63,306,35,14,12,16,.47,.60,.33,10,51,.38,.29
2014,1436,.67,70,289,36,12,11,18,.47,.73,.39,10,60,.40,.33
2015,1174,.33,65,-182,37,12,12,17,.41,.69,.35,7,72,.43,.37
2016,1238,.53,67,36,42,12,12,21,.40,.63,.30,11,66,.40,.31
2015,1151,.67,70,73,36,11,12,19,.44,.69,.34,12,67,.43,.35
2017,1208,.56,71,37,37,12,13,19,.44,.76,.32,9,70,.41,.33
2006,1143,.67,69,134,33,13,12,16,.45,.73,.38,7,64,.43,.35
2007,1133,.63,74,142,33,15,11,18,.47,.67,.43,10,69,.46,.36
2008,1197,.43,63,-199,36,12,15,17,.41,.62,.35,8,70,.47,.34
2003,1214,.63,71,80,36,14,17,22,.45,.66,.32,12,68,.43,.30
2004,1278,.40,70,-49,38,15,13,18,.43,.71,.31,11,71,.46,.36
2010,1105,.35,63,-149,42,9,15,20,.37,.64,.28,14,70,.44,.31
2011,1169,.40,68,-114,36,11,15,23,.43,.67,.33,9,72,.44,.34
2013,1309,.18,64,-333,35,11,17,20,.42,.66,.27,9,79,.48,.38
2014,1373,.47,69,-55,37,13,14,22,.42,.72,.32,10,71,.42,.34
2003,1108,.42,69,-133,38,13,18,19,.42,.67,.32,11,73,.44,.32
2004,1172,.54,70,-20,38,14,17,20,.43,.72,.35,6,71,.43,.34
2007,1376,.47,64,-122,36,11,11,14,.42,.67,.34,9,68,.45,.35
2010,1211,.81,77,299,38,13,13,18,.49,.67,.37,10,67,.41,.33
2011,1275,.48,66,-131,34,11,14,17,.43,.73,.35,7,70,.44,.37
2013,1415,.14,56,-274,34,11,14,15,.41,.58,.29,8,66,.43,.37
2008,1177,.37,72,-96,37,13,12,15,.43,.65,.36,10,75,.47,.41
2009,1241,.58,70,79,35,11,14,17,.45,.75,.36,8,68,.42,.31
2011,1381,.36,69,-122,33,14,15,21,.47,.71,.35,9,73,.45,.37
2008,1240,.19,70,-186,37,16,14,20,.44,.60,.38,10,77,.47,.36
2009,1304,.60,64,139,31,13,11,17,.44,.70,.36,10,59,.43,.33
2012,1139,.58,62,41,37,11,13,19,.41,.64,.27,9,61,.42,.32
2013,1203,.43,66,22,38,13,15,17,.44,.66,.28,12,65,.42,.36
2015,1343,.52,67,46,31,12,12,19,.46,.71,.37,8,66,.44,.37
2016,1407,.24,67,-207,39,10,11,18,.40,.63,.31,8,74,.44,.36
2005,1185,.36,72,-88,35,12,15,19,.44,.69,.34,9,75,.46,.34
2006,1249,.52,78,19,40,15,14,19,.45,.66,.34,12,77,.44,.35
2017,1165,.25,70,-192,35,14,14,18,.45,.70,.33,7,77,.46,.36
2006,1355,.29,63,-319,37,11,18,18,.40,.69,.34,8,74,.47,.41
2006,1398,.44,69,-14,34,15,14,20,.45,.67,.35,10,69,.45,.38
2007,1419,.52,70,-103,38,12,14,17,.41,.71,.35,7,73,.46,.33
2007,1462,.75,76,372,34,15,12,17,.48,.74,.39,9,64,.43,.31
2010,1168,.48,72,-34,38,13,14,20,.44,.71,.34,8,74,.43,.35
2011,1232,.59,65,34,35,12,14,20,.42,.71,.35,10,64,.40,.33
2017,1271,.38,70,-199,37,13,12,19,.42,.68,.34,7,76,.46,.36
2003,1257,.80,81,401,38,16,13,22,.46,.70,.36,11,68,.40,.30
2004,1321,.48,61,-37,30,14,11,15,.44,.67,.32,9,62,.46,.35
2005,1142,.15,67,-336,36,10,16,20,.42,.75,.35,9,80,.48,.40
2006,1206,.77,69,317,35,15,13,15,.48,.67,.35,10,58,.39,.31
2015,1237,.32,60,-197,34,11,15,20,.43,.70,.30,9,67,.45,.38
2016,1301,.48,75,26,40,11,11,16,.43,.70,.35,8,74,.44,.37
2017,1122,.32,76,-243,34,10,12,18,.46,.72,.35,7,85,.49,.37
2008,1283,.50,67,71,35,14,14,17,.45,.72,.37,10,64,.43,.36
2009,1347,.62,74,65,40,13,16,18,.47,.68,.35,10,72,.40,.33
2013,1160,.66,68,140,38,10,13,15,.44,.68,.35,10,63,.40,.32
2016,1450,.27,70,-224,35,13,14,20,.45,.71,.35,9,77,.44,.36
2006,1341,.11,65,-423,40,9,17,19,.40,.60,.33,10,80,.49,.37
2007,1405,.61,69,44,31,12,14,19,.45,.67,.32,11,67,.48,.34
2009,1130,.67,74,148,38,14,13,17,.45,.73,.34,10,70,.42,.33
2010,1194,.43,71,-33,37,14,12,20,.43,.67,.38,9,72,.46,.42
2015,1372,.87,78,404,35,17,13,21,.49,.73,.38,10,65,.44,.34
2016,1436,.61,74,106,35,13,13,19,.49,.71,.39,9,71,.43,.37
2005,1254,.46,67,-123,38,12,15,20,.42,.66,.34,7,71,.46,.30
2006,1318,.62,74,101,38,15,13,15,.44,.73,.33,14,70,.42,.33
2010,1217,.74,73,212,33,15,15,19,.48,.77,.36,12,65,.42,.33
2011,1281,.69,80,288,37,16,12,20,.46,.74,.36,14,71,.44,.34
2016,1459,.43,70,-42,35,14,12,19,.44,.75,.41,6,72,.49,.35
2005,1231,.54,63,12,32,11,12,17,.43,.71,.34,11,63,.42,.33
2006,1295,.50,69,54,35,13,16,19,.46,.74,.40,9,67,.43,.34
2015,1157,.69,70,169,38,11,11,16,.44,.70,.35,9,64,.41,.33
2004,1144,.11,68,-450,42,13,16,21,.39,.66,.30,9,85,.49,.39
2005,1208,.29,60,-215,36,9,15,19,.40,.63,.30,10,67,.46,.33
2009,1107,.48,64,-54,38,11,15,20,.42,.72,.29,7,65,.43,.32
2010,1171,.15,52,-351,36,9,13,18,.37,.66,.29,8,65,.45,.33
2005,1108,.21,57,-344,36,11,19,22,.37,.59,.28,10,69,.44,.34
2006,1172,.63,75,146,39,17,13,18,.45,.77,.36,6,70,.43,.36
2013,1152,.25,62,-188,37,11,14,20,.39,.74,.32,12,69,.44,.35
2014,1216,.52,65,-15,30,12,13,19,.46,.70,.38,7,65,.46,.34
2015,1203,.64,67,192,37,11,12,15,.44,.68,.35,9,61,.40,.32
2016,1267,.52,86,37,40,16,12,19,.47,.69,.34,9,84,.47,.37
2007,1259,.58,71,65,34,14,14,20,.46,.71,.38,9,69,.42,.33
2014,1116,.66,80,289,38,15,11,20,.44,.72,.37,14,71,.41,.35
2014,1239,.36,72,-196,38,12,13,19,.44,.70,.34,10,79,.49,.39
2015,1180,.38,59,-141,35,10,10,17,.39,.74,.33,8,64,.45,.35
2015,1303,.39,76,-57,38,11,13,20,.44,.70,.33,11,78,.47,.38
2005,1400,.66,77,242,39,13,14,17,.46,.70,.38,10,69,.40,.32
2006,1218,.61,67,90,35,14,13,16,.46,.63,.33,12,64,.41,.32
2006,1464,.22,67,-142,35,12,13,17,.43,.71,.33,8,72,.47,.37
2007,1282,.37,70,-139,37,11,11,18,.42,.74,.36,8,75,.47,.37
2007,1451,.61,71,21,33,13,15,19,.49,.67,.39,9,70,.45,.32
2014,1262,.33,60,-248,35,11,13,18,.39,.70,.32,8,70,.45,.32
2015,1326,.70,75,443,37,15,11,16,.49,.68,.37,12,62,.41,.32
2016,1313,.48,73,6,36,12,12,21,.43,.78,.35,10,73,.43,.37
2017,1377,.65,76,65,38,11,11,19,.44,.70,.34,9,74,.44,.37
2006,1364,.50,66,14,34,12,13,17,.44,.71,.35,9,66,.42,.35
2007,1305,.87,77,323,37,16,13,16,.49,.75,.41,9,67,.41,.32
2007,1428,.37,69,-90,30,13,14,18,.49,.74,.41,6,72,.50,.46
2008,1369,.34,76,-197,40,13,18,21,.45,.66,.34,12,83,.44,.37
2014,1408,.50,63,-202,35,9,12,19,.41,.69,.35,7,70,.44,.36
2015,1226,.18,63,-170,34,10,11,17,.44,.65,.35,9,69,.44,.37
2015,1349,.34,64,-60,32,12,14,18,.42,.75,.37,8,66,.44,.34
2016,1290,.23,65,-411,41,10,13,19,.39,.69,.30,9,77,.45,.30
2016,1413,.32,63,-121,35,11,14,18,.43,.64,.36,7,67,.42,.32
2004,1290,.78,68,230,41,12,12,19,.40,.64,.31,13,60,.39,.27
2005,1354,.61,67,183,37,11,17,19,.45,.70,.31,9,61,.40,.31
2014,1385,.63,72,180,38,13,10,18,.45,.70,.34,14,67,.41,.34
2015,1449,.52,68,23,36,13,11,17,.44,.68,.33,9,67,.42,.33
2003,1237,.59,71,27,34,13,15,19,.45,.70,.35,10,70,.48,.36
2008,1120,.47,71,-42,35,15,13,16,.46,.67,.34,11,72,.48,.38
2008,1415,.28,59,-262,33,10,16,18,.42,.69,.30,8,68,.46,.38
2011,1158,.71,76,256,36,13,12,15,.48,.73,.36,10,68,.44,.35
2016,1336,.50,65,-121,37,10,11,20,.41,.70,.32,9,69,.42,.37
2017,1400,.33,67,-58,35,11,13,17,.44,.65,.29,10,68,.42,.33
2003,1180,.62,68,99,36,14,13,18,.43,.67,.34,11,65,.42,.32
2012,1460,.39,57,-134,32,9,13,19,.40,.70,.34,8,61,.46,.33
2013,1275,.27,62,-191,32,12,14,18,.43,.68,.32,10,68,.47,.38
2014,1339,.48,75,94,36,15,11,20,.46,.74,.39,10,72,.43,.37
2008,1166,.68,72,210,35,14,14,18,.45,.72,.37,11,65,.42,.36
2013,1129,.66,71,134,34,12,12,19,.45,.75,.39,8,66,.44,.34
2014,1193,.22,63,-210,37,11,14,22,.40,.69,.33,8,70,.42,.35
2017,1151,.59,72,92,33,11,13,18,.46,.71,.33,11,69,.45,.35
2003,1383,.47,76,0,35,15,17,22,.46,.69,.36,12,76,.47,.37
2008,1312,.00,55,-611,38,9,19,22,.36,.61,.28,9,77,.47,.40
2009,1376,.70,78,223,38,11,13,18,.45,.64,.37,14,71,.43,.33
2011,1350,.79,70,312,34,14,10,16,.46,.69,.40,10,61,.40,.30
2012,1165,.41,65,-83,35,13,13,20,.40,.69,.34,10,68,.42,.31
2012,1414,.34,67,-140,38,15,14,18,.42,.64,.36,8,72,.42,.37
2004,1393,.75,72,171,40,15,12,17,.46,.64,.31,14,66,.40,.29
2005,1457,.83,66,224,34,13,14,18,.44,.68,.36,11,59,.40,.33
2009,1276,.59,66,113,34,15,11,15,.42,.75,.33,9,63,.44,.32
2010,1340,.37,77,-80,35,12,12,18,.48,.71,.38,9,79,.49,.40
2012,1314,.85,81,514,45,17,11,14,.46,.68,.34,12,66,.39,.32
2013,1378,.39,58,-106,36,11,10,15,.39,.69,.31,9,62,.42,.30
2003,1429,.73,65,176,34,13,12,16,.46,.72,.33,7,60,.43,.34
2009,1422,.14,62,-340,37,10,14,18,.40,.65,.31,8,73,.45,.34
2010,1240,.32,68,-111,36,14,13,18,.43,.73,.36,10,72,.45,.38
2011,1304,.61,66,215,36,13,13,17,.46,.70,.32,10,60,.39,.33
2012,1122,.35,69,-130,36,12,14,18,.44,.67,.31,10,73,.47,.38
2003,1283,.59,66,149,36,10,13,20,.44,.67,.36,11,61,.41,.36
2004,1347,.38,66,-85,38,10,13,19,.41,.63,.35,10,69,.45,.37
2010,1386,.35,69,-189,35,13,13,17,.41,.71,.30,10,75,.45,.33
2011,1204,.07,62,-370,32,11,17,22,.44,.68,.32,10,75,.49,.37
2011,1450,.61,73,198,36,13,12,17,.46,.70,.36,10,67,.40,.32
2012,1268,.53,68,-65,38,10,13,17,.43,.66,.34,8,70,.43,.33
2009,1379,.41,66,-66,35,10,10,18,.43,.72,.31,6,68,.45,.37
2010,1443,.62,71,153,35,12,12,17,.45,.70,.34,9,66,.45,.33
2012,1168,.68,76,129,36,14,15,19,.47,.70,.41,8,71,.45,.38
2012,1334,.32,62,-152,35,12,11,17,.40,.70,.32,6,67,.43,.36
2013,1232,.55,65,-2,35,11,12,17,.43,.70,.32,8,65,.42,.32
2013,1398,.53,70,-15,36,12,15,19,.44,.74,.34,11,71,.44,.33
2003,1280,.70,70,300,37,14,15,15,.47,.68,.34,12,60,.40,.33
2006,1115,.41,61,-45,37,10,15,19,.40,.67,.31,11,63,.39,.31
2007,1179,.52,74,-29,36,14,13,17,.45,.71,.33,10,74,.48,.40
2008,1292,.52,67,-79,33,11,14,20,.46,.71,.36,7,69,.45,.35
2008,1458,.88,67,448,35,12,12,14,.45,.71,.36,9,53,.38,.31
2009,1356,.40,63,-85,34,12,14,21,.42,.73,.38,8,66,.43,.35
2013,1255,.19,67,-442,35,13,16,17,.44,.71,.32,9,81,.49,.38
2014,1319,.45,66,-69,34,10,12,17,.45,.71,.35,10,68,.46,.40
2004,1416,.83,70,241,37,16,15,18,.46,.72,.35,13,62,.40,.33
2007,1202,.45,67,-62,34,14,14,18,.44,.75,.37,8,69,.47,.34
2008,1266,.72,75,371,38,15,13,20,.45,.70,.36,13,64,.41,.29
2008,1435,.79,80,205,36,18,14,18,.47,.74,.40,9,74,.44,.35
2017,1297,.69,74,97,37,13,13,17,.45,.68,.36,8,71,.44,.33
2012,1311,.29,64,-409,35,11,15,19,.42,.67,.31,6,79,.48,.39
2013,1375,.57,68,13,38,10,15,18,.41,.72,.33,11,67,.42,.33
2013,1424,.73,71,248,40,16,14,16,.44,.71,.33,13,63,.39,.31
2016,1210,.58,73,72,39,13,11,18,.45,.72,.35,8,71,.44,.32
2017,1274,.66,69,182,36,11,12,15,.45,.72,.36,10,63,.41,.33
2007,1159,.32,56,-167,33,9,15,17,.39,.69,.32,8,62,.43,.35
2008,1223,.10,70,-178,36,11,17,19,.44,.76,.35,9,87,.49,.39
2014,1388,.66,71,168,35,12,11,19,.45,.71,.38,8,66,.45,.33
2015,1452,.72,73,227,39,14,13,23,.41,.66,.32,13,66,.47,.37
2016,1190,.66,76,45,37,12,12,20,.46,.70,.38,10,74,.44,.34
2017,1254,.61,70,22,38,10,14,20,.44,.69,.35,8,70,.43,.35
2004,1436,.73,66,129,37,14,12,15,.43,.68,.33,9,62,.43,.32
2006,1238,.45,71,-71,39,11,15,21,.42,.71,.33,13,73,.44,.31
2017,1154,.30,85,-298,43,15,14,22,.41,.74,.34,10,95,.51,.39
2005,1151,.63,70,78,40,13,17,16,.44,.67,.30,9,67,.41,.35
2017,1131,.55,72,38,37,13,14,19,.44,.70,.35,10,71,.43,.37
2008,1123,.20,57,-185,34,10,12,17,.40,.65,.30,7,63,.45,.39
2009,1187,.37,71,-115,35,14,12,17,.44,.74,.38,8,76,.46,.34
2016,1167,.72,71,246,39,14,12,21,.45,.65,.35,12,63,.39,.33
2017,1231,.55,80,232,38,14,15,20,.48,.73,.38,10,73,.43,.34
2004,1124,.26,62,-214,34,11,15,16,.42,.70,.31,9,70,.47,.36
2007,1328,.50,66,209,37,13,13,18,.43,.72,.33,11,59,.41,.32
2008,1143,.52,77,58,36,15,13,17,.47,.78,.36,6,75,.45,.36
2008,1392,.23,61,-161,37,8,13,20,.39,.69,.33,9,66,.43,.36
2014,1219,.50,69,-80,32,14,11,16,.46,.74,.38,9,72,.47,.35
2015,1283,.31,58,-191,33,11,12,17,.40,.74,.31,8,65,.43,.37
2017,1174,.35,64,-265,37,11,11,19,.42,.69,.30,8,73,.45,.37
2017,1423,.84,83,289,36,15,9,19,.48,.69,.36,9,74,.48,.34
2003,1452,.48,66,-80,33,15,13,15,.45,.64,.34,10,69,.45,.33
2013,1298,.23,54,-206,34,11,11,16,.39,.62,.32,8,61,.43,.32
2014,1362,.63,73,59,36,14,11,19,.47,.64,.37,7,71,.44,.35
2009,1256,.47,63,10,34,10,15,17,.44,.66,.37,8,63,.43,.33
2010,1320,.88,63,289,32,10,10,15,.43,.75,.35,7,54,.40,.33
2011,1135,.37,70,-85,36,14,12,16,.44,.76,.35,7,74,.45,.35
2013,1106,.29,61,-275,38,11,14,18,.40,.59,.31,9,70,.43,.35
2015,1246,1.00,74,712,38,14,10,17,.47,.72,.35,13,53,.35,.27
2016,1310,.22,64,-237,37,10,14,19,.40,.70,.28,8,72,.43,.36
2004,1267,.41,69,-128,36,12,16,20,.43,.69,.34,8,74,.44,.34
2005,1331,.77,76,293,36,17,14,17,.48,.72,.40,10,67,.42,.34
2005,1380,.44,63,-58,38,12,17,19,.41,.64,.28,10,66,.43,.29
2006,1444,.43,62,-177,36,10,14,18,.41,.66,.30,8,68,.46,.36
2011,1370,.35,68,-214,42,11,17,21,.40,.66,.30,10,75,.45,.34
2012,1434,.65,67,35,32,13,14,17,.47,.71,.35,8,66,.43,.33
2010,1114,.21,66,-219,34,11,13,20,.42,.70,.38,7,73,.45,.36
2010,1363,.43,73,-79,36,13,12,16,.46,.73,.40,7,75,.46,.37
2011,1178,.50,73,31,37,12,15,19,.46,.69,.35,12,72,.43,.33
2011,1427,.55,70,-7,35,12,13,19,.43,.72,.36,9,70,.42,.34
2009,1399,.36,73,-55,39,13,15,21,.44,.69,.36,13,75,.45,.36
2010,1463,.37,65,-111,36,12,14,18,.42,.73,.29,10,69,.45,.37
2012,1142,.52,63,99,35,12,10,18,.43,.70,.35,6,60,.44,.33
2003,1260,.48,74,-5,41,11,14,20,.42,.73,.31,11,74,.46,.36
2012,1291,.28,60,-198,34,11,16,18,.42,.64,.32,9,67,.44,.33
2013,1355,.71,72,195,34,13,10,14,.46,.77,.39,7,66,.45,.36
2003,1160,.65,75,169,43,13,14,17,.44,.68,.33,12,70,.40,.34
2004,1224,.21,60,-159,36,10,16,21,.40,.66,.31,8,65,.42,.34
2009,1150,.35,68,-52,39,13,13,18,.41,.68,.31,9,70,.43,.37
2010,1214,.44,65,52,36,12,15,18,.42,.68,.30,12,64,.41,.31
2012,1391,.29,71,-191,37,14,17,19,.44,.69,.34,9,78,.46,.35
2013,1126,.38,65,-99,38,12,12,20,.41,.63,.31,10,68,.46,.34
2010,1406,.32,68,-239,37,12,12,16,.42,.67,.35,11,76,.46,.34
2015,1160,.47,68,26,37,11,13,18,.44,.72,.34,9,67,.42,.35
2010,1220,.56,69,69,41,13,13,21,.41,.72,.33,13,67,.40,.29
2011,1284,.30,60,-158,35,12,14,17,.41,.64,.32,8,65,.42,.36
2004,1287,.50,73,-73,35,13,13,16,.46,.75,.35,7,76,.46,.36
2005,1274,.57,71,53,41,11,13,16,.43,.67,.34,12,69,.42,.36
2006,1338,.77,72,300,38,16,13,17,.45,.69,.35,10,62,.40,.34
2008,1395,.45,67,-16,38,12,14,19,.40,.68,.35,11,67,.46,.36
2009,1459,.52,68,-46,35,13,13,15,.45,.69,.36,7,69,.47,.38
2010,1197,.27,62,-327,37,9,15,18,.40,.64,.30,8,73,.45,.33
2011,1261,.34,62,-139,37,11,14,19,.40,.66,.31,9,66,.42,.33
2013,1318,.63,69,38,32,13,12,15,.45,.75,.37,10,68,.47,.34
2014,1382,.55,73,108,36,13,12,20,.46,.72,.33,11,70,.45,.35
2015,1369,.39,68,-42,37,12,12,20,.43,.66,.34,11,69,.44,.39
2016,1433,.71,77,337,38,14,11,19,.45,.69,.36,12,67,.44,.34
2003,1200,.07,64,-378,36,12,17,21,.41,.62,.33,10,78,.44,.38
2004,1264,.83,74,316,35,10,13,20,.44,.76,.37,13,63,.41,.32
2006,1361,.73,73,214,35,13,14,16,.46,.72,.39,10,66,.44,.33
2007,1308,.75,77,178,38,13,17,20,.48,.65,.40,9,72,.44,.33
2008,1372,.81,65,239,33,12,11,17,.45,.68,.38,8,56,.40,.32
2009,1110,.77,64,187,33,13,13,17,.47,.65,.38,7,58,.39,.33
2010,1174,.23,63,-286,37,11,13,20,.39,.70,.29,7,72,.45,.37
2016,1416,.40,68,-85,39,12,14,15,.43,.69,.32,9,71,.42,.32
2010,1151,.42,68,-151,38,14,16,18,.43,.62,.33,8,73,.43,.36
2012,1208,.47,60,-65,36,10,10,17,.40,.69,.31,9,62,.42,.33
2013,1272,.88,75,364,38,17,14,18,.48,.67,.38,15,65,.40,.34
2012,1231,.76,77,387,34,13,12,17,.49,.76,.43,9,65,.42,.35
2013,1295,.71,65,296,35,12,11,15,.46,.71,.36,9,56,.39,.32
2014,1113,.66,75,197,37,14,11,19,.45,.69,.39,10,68,.42,.32
2017,1403,.56,73,200,34,13,11,17,.47,.73,.37,8,67,.43,.36
2004,1456,.25,71,-140,37,15,15,19,.43,.70,.31,8,76,.46,.37
2005,1105,.55,69,37,40,13,15,19,.40,.61,.30,14,67,.42,.29
2007,1245,.65,68,174,34,14,13,18,.46,.65,.34,11,62,.42,.34
2008,1309,.57,72,15,35,11,12,19,.45,.73,.35,8,71,.45,.37
2011,1347,.08,58,-370,37,9,16,19,.38,.62,.31,10,72,.45,.36
2012,1411,.45,61,-52,37,10,16,17,.41,.63,.33,12,62,.40,.33
2017,1340,.43,82,-12,38,14,12,20,.47,.66,.33,12,82,.49,.37
2003,1286,.36,63,-62,32,12,14,16,.43,.71,.35,7,65,.46,.36
2004,1350,.63,64,177,36,12,13,18,.41,.72,.31,11,59,.39,.26
2005,1211,.86,79,287,37,15,13,17,.51,.75,.39,9,69,.41,.35
2006,1275,.64,63,80,32,12,13,18,.46,.73,.34,8,60,.41,.36
2008,1249,.58,77,62,36,16,15,19,.46,.66,.38,10,75,.48,.38
2009,1313,.42,68,-100,37,10,15,20,.43,.65,.33,12,71,.44,.35
2011,1453,.42,67,-74,36,11,13,20,.44,.70,.32,9,69,.46,.39
2014,1159,.40,69,47,31,13,11,17,.48,.72,.40,6,67,.45,.34
2015,1223,.33,68,-181,36,11,14,20,.43,.73,.32,8,76,.47,.38
2016,1170,.41,70,-96,37,13,11,20,.44,.67,.33,9,73,.44,.33
2017,1234,.56,79,74,40,17,13,17,.45,.70,.37,11,77,.44,.36
2003,1177,.57,67,79,36,12,14,18,.44,.73,.33,7,64,.42,.32
2006,1384,.11,59,-312,35,12,14,16,.40,.67,.34,8,71,.48,.40
2007,1448,.48,73,-81,38,13,16,20,.45,.63,.37,9,76,.47,.35
2012,1125,.79,81,458,36,17,12,18,.48,.74,.38,9,67,.43,.34
2013,1189,.63,68,66,35,13,11,17,.43,.71,.34,9,65,.41,.37
2003,1240,.66,75,88,36,15,14,21,.45,.68,.37,12,71,.46,.36
2006,1321,.46,58,-34,28,14,12,15,.44,.67,.32,10,59,.44,.32
2007,1139,.81,68,352,31,12,9,19,.44,.76,.37,6,56,.40,.33
2007,1385,.52,63,-29,36,13,14,17,.41,.72,.34,9,64,.41,.34
2008,1203,.35,63,-126,37,12,15,18,.41,.69,.33,9,68,.42,.34
2010,1343,.70,58,156,32,11,13,16,.43,.72,.36,10,52,.40,.34
2011,1407,.25,70,-208,41,13,14,17,.40,.66,.34,10,78,.45,.37
2014,1242,.73,79,302,38,15,13,21,.50,.71,.35,11,70,.42,.36
2015,1306,.59,65,83,36,11,12,19,.43,.67,.37,7,62,.41,.31
2008,1163,.75,77,291,41,14,13,15,.46,.72,.36,14,68,.38,.35
2012,1271,.21,58,-350,39,10,17,19,.38,.64,.27,8,70,.44,.32
2013,1335,.29,62,-170,33,13,15,20,.43,.72,.34,9,68,.42,.34
2017,1148,.21,63,-285,37,11,14,18,.42,.62,.35,8,72,.47,.38
2006,1129,.46,71,10,37,14,15,18,.44,.71,.37,7,71,.43,.34
2008,1355,.25,65,-162,33,12,15,20,.43,.72,.33,6,71,.46,.42
2009,1173,.79,67,198,38,14,13,19,.43,.65,.33,9,61,.40,.32
2009,1419,.31,64,-248,36,9,15,19,.40,.72,.33,8,72,.46,.38
2010,1237,.69,73,186,33,14,14,16,.50,.71,.38,13,67,.43,.36
2013,1381,.31,65,-204,39,11,15,23,.40,.72,.32,9,72,.44,.35
2017,1194,.29,69,-167,39,11,11,19,.41,.70,.31,8,75,.46,.37
2003,1137,.46,57,-46,34,11,15,17,.40,.64,.34,7,59,.43,.35
2004,1201,.46,62,18,35,13,13,15,.43,.70,.37,7,62,.42,.32
2006,1424,.57,69,90,36,15,14,19,.45,.67,.35,10,66,.44,.34
2010,1111,.65,73,133,37,11,15,17,.47,.75,.40,8,68,.42,.35
2015,1455,.87,68,397,35,13,9,16,.44,.69,.36,10,55,.40,.34
2003,1114,.57,70,-1,35,11,15,20,.45,.69,.37,8,70,.44,.35
2006,1447,.46,66,-28,38,12,14,18,.44,.63,.35,8,67,.42,.32
2013,1421,.45,70,9,36,13,14,16,.45,.72,.33,13,70,.44,.33
2015,1266,.41,65,-62,34,14,12,15,.44,.64,.34,11,67,.43,.36
2016,1330,.63,68,233,40,13,9,18,.44,.68,.30,9,61,.40,.31
2005,1148,.43,68,-29,34,13,14,16,.44,.73,.37,7,69,.47,.37
2006,1212,.48,66,-96,38,9,15,22,.41,.67,.30,8,70,.44,.33
2014,1179,.47,67,-54,34,12,12,18,.44,.71,.40,7,68,.45,.34
2015,1243,.47,63,-26,32,13,13,19,.43,.68,.33,8,63,.44,.33
2017,1300,.73,73,283,38,13,12,17,.45,.69,.33,9,63,.40,.29
2003,1326,.55,64,-1,36,11,13,18,.41,.71,.34,7,64,.41,.34
2004,1390,.97,73,397,36,16,13,17,.48,.75,.37,10,60,.39,.34
2005,1171,.35,57,-188,32,12,14,19,.42,.64,.38,9,64,.45,.38
2006,1235,.52,76,62,37,16,13,20,.45,.70,.35,12,74,.47,.36
2009,1353,.34,63,-110,37,11,15,17,.41,.72,.30,11,66,.42,.31
2010,1280,.68,72,274,40,12,12,14,.44,.68,.36,13,64,.39,.32
2011,1344,.47,75,15,41,12,12,16,.42,.67,.32,12,75,.45,.33
2010,1131,.59,70,126,39,11,13,21,.40,.73,.36,10,66,.41,.31
2011,1367,.17,58,-345,38,11,14,18,.37,.60,.29,9,69,.46,.35
